sale_id,customer_id,product_id,warehouse_id,sale_date,quantity,unit_price,discount
SALE0048289,CUST00551,PROD00215,WH006,2025-07-12,91,13.32,0.143
SALE0048290,CUST00259,PROD00130,WH012,2024-02-06,281,64.46,0.035
SALE0048291,CUST01064,PROD00047,WH002,2024-07-02,215,64.38,0.128
SALE0048292,CUST01243,PROD00102,WH002,2024-02-14,496,53.2,0.149
SALE0048293,CUST01704,PROD00194,WH011,2024-03-08,77,91.67,0.058
SALE0048294,CUST00072,PROD00110,WH011,2025-12-04,236,57.55,0.021
SALE0048295,CUST01214,PROD00173,WH005,2024-01-16,162,77.87,0.137
SALE0048296,CUST00983,PROD00254,WH010,2025-10-29,185,62.93,0.138
SALE0048297,CUST01188,PROD00122,WH007,2024-03-22,62,44.83,0.023
SALE0048298,CUST00360,PROD00275,WH006,2024-11-25,252,50.24,0.035
SALE0048299,CUST00414,PROD00295,WH002,2025-12-29,18,33.21,0.112
SALE0048300,CUST01577,PROD00160,WH004,2024-01-07,109,106.78,0.072
SALE0048301,CUST01732,PROD00200,WH003,2024-04-21,7,42.68,0.067
SALE0048302,CUST00352,PROD00006,WH004,2024-01-10,331,91.25,0.084
SALE0048303,CUST00762,PROD00174,WH009,2024-10-14,227,61.26,0.12
SALE0048304,CUST00875,PROD00043,WH009,2024-04-19,324,97.85,0.054
SALE0048305,CUST00919,PROD00084,WH005,2025-02-16,365,41.03,0.094
SALE0048306,CUST00625,PROD00222,WH001,2024-06-06,355,27.44,0.063
SALE0048307,CUST01378,PROD00109,WH003,2025-03-12,289,79.68,0.013
SALE0048308,CUST01778,PROD00160,WH010,2024-10-07,49,106.78,0.072
SALE0048309,CUST01734,PROD00032,WH012,2025-04-07,269,94.72,0.019
SALE0048310,CUST00733,PROD00068,WH002,2025-06-23,467,28.03,0.105
SALE0048311,CUST00580,PROD00025,WH003,2025-09-15,53,89.29,0.08
SALE0048312,CUST01859,PROD00034,WH003,2025-09-10,225,25.04,0.085
SALE0048313,CUST01504,PROD00155,WH007,2024-06-06,351,6.09,0.018
SALE0048314,CUST01046,PROD00203,WH003,2025-12-07,294,105.67,0.027
SALE0048315,CUST01813,PROD00065,WH004,2025-05-07,98,16.85,0.046
SALE0048316,CUST01273,PROD00143,WH010,2024-02-09,435,93.11,0.003
SALE0048317,CUST00322,PROD00200,WH002,2025-10-07,263,42.68,0.125
SALE0048318,CUST00808,PROD00191,WH012,2024-07-16,412,13.64,0.093
SALE0048319,CUST01578,PROD00299,WH011,2025-05-26,98,47.27,0.071
SALE0048320,CUST01996,PROD00201,WH006,2024-04-16,129,52.36,0.116
SALE0048321,CUST00012,PROD00084,WH009,2024-03-02,258,41.03,0.101
SALE0048322,CUST01199,PROD00211,WH001,2025-06-14,201,97.56,0.134
SALE0048323,CUST01169,PROD00036,WH010,2025-09-19,121,76.02,0.019
SALE0048324,CUST01159,PROD00023,WH011,2025-09-05,194,111.16,0.076
SALE0048325,CUST01854,PROD00256,WH009,2024-01-24,76,37.64,0.059
SALE0048326,CUST00450,PROD00119,WH012,2025-08-13,443,6.52,0.038
SALE0048327,CUST00934,PROD00163,WH009,2024-11-28,454,103.21,0.107
SALE0048328,CUST00037,PROD00197,WH006,2025-10-02,241,13.72,0.062
SALE0048329,CUST00081,PROD00290,WH006,2025-01-22,339,12.36,0.045
SALE0048330,CUST00753,PROD00006,WH010,2024-05-08,259,91.25,0.146
SALE0048331,CUST00462,PROD00053,WH006,2025-01-08,253,61.83,0.049
SALE0048332,CUST01097,PROD00014,WH003,2025-03-02,308,70.8,0.01
SALE0048333,CUST00330,PROD00211,WH002,2025-03-18,361,97.56,0.116
SALE0048334,CUST01826,PROD00147,WH006,2024-10-17,98,12.42,0.104
SALE0048335,CUST00399,PROD00043,WH010,2024-08-11,489,97.85,0.021
SALE0048336,CUST01630,PROD00008,WH008,2025-12-25,369,17.6,0.124
SALE0048337,CUST01424,PROD00237,WH009,2024-08-07,208,58.8,0.029
SALE0048338,CUST00565,PROD00169,WH012,2024-08-24,252,60.71,0.06
SALE0048339,CUST00856,PROD00216,WH007,2024-10-31,472,5.99,0.11
SALE0048340,CUST00059,PROD00103,WH004,2025-02-02,475,104.28,0.104
SALE0048341,CUST00955,PROD00269,WH006,2024-12-26,215,47.26,0.096
SALE0048342,CUST01601,PROD00211,WH006,2025-02-28,144,97.56,0.022
SALE0048343,CUST01853,PROD00118,WH006,2024-11-01,144,37.57,0.086
SALE0048344,CUST00696,PROD00037,WH010,2024-08-02,241,29.36,0.006
SALE0048345,CUST01200,PROD00198,WH002,2024-07-16,86,73.99,0.128
SALE0048346,CUST00462,PROD00124,WH012,2024-07-22,22,56.89,0.021
SALE0048347,CUST01717,PROD00203,WH002,2025-04-03,487,105.67,0.104
SALE0048348,CUST01864,PROD00154,WH002,2024-04-19,98,15.64,0.102
SALE0048349,CUST01201,PROD00143,WH012,2024-10-23,26,93.11,0.018
SALE0048350,CUST01848,PROD00033,WH009,2024-04-18,295,118.37,0.054
SALE0048351,CUST01358,PROD00177,WH004,2025-04-07,394,86.61,0.08
SALE0048352,CUST01819,PROD00141,WH002,2025-07-22,50,6.87,0.048
SALE0048353,CUST01197,PROD00121,WH003,2025-05-28,317,98.68,0.119
SALE0048354,CUST00784,PROD00268,WH001,2025-01-08,39,44.87,0.123
SALE0048355,CUST00126,PROD00276,WH006,2024-01-25,356,46.47,0.014
SALE0048356,CUST00857,PROD00297,WH012,2024-11-22,261,113.46,0.022
SALE0048357,CUST01596,PROD00051,WH009,2025-06-28,322,30.25,0.073
SALE0048358,CUST00763,PROD00270,WH002,2025-05-04,495,12.73,0.118
SALE0048359,CUST01371,PROD00240,WH011,2025-01-06,217,48.93,0.119
SALE0048360,CUST00354,PROD00011,WH003,2025-01-17,136,70.04,0.112
SALE0048361,CUST01635,PROD00236,WH005,2025-01-19,160,110.52,0.083
SALE0048362,CUST01833,PROD00058,WH004,2024-03-06,142,78.95,0.02
SALE0048363,CUST01608,PROD00297,WH007,2025-03-31,235,113.46,0.032
SALE0048364,CUST01467,PROD00167,WH001,2024-05-10,444,98.71,0.118
SALE0048365,CUST01048,PROD00125,WH009,2025-05-09,176,19.14,0.128
SALE0048366,CUST00707,PROD00076,WH012,2024-03-27,155,3.22,0.128
SALE0048367,CUST01175,PROD00126,WH008,2024-02-03,149,95.7,0.099
SALE0048368,CUST01403,PROD00031,WH008,2025-08-30,91,97.28,0.021
SALE0048369,CUST01396,PROD00090,WH007,2024-04-01,13,103.21,0.028
SALE0048370,CUST00473,PROD00101,WH007,2024-09-22,197,90.55,0.087
SALE0048371,CUST00314,PROD00054,WH009,2024-08-26,87,32.75,0.049
SALE0048372,CUST01054,PROD00271,WH003,2024-07-23,352,92.12,0.101
SALE0048373,CUST01287,PROD00016,WH011,2024-08-10,60,109.29,0.017
SALE0048374,CUST00128,PROD00122,WH003,2025-01-07,214,44.83,0.135
SALE0048375,CUST00472,PROD00185,WH008,2024-05-21,388,75.95,0.063
SALE0048376,CUST01204,PROD00225,WH008,2024-04-25,486,110.1,0.024
SALE0048377,CUST01134,PROD00098,WH010,2024-08-06,80,103.77,0.022
SALE0048378,CUST00550,PROD00120,WH011,2025-08-03,150,108.7,0.127
SALE0048379,CUST00763,PROD00213,WH003,2025-10-19,453,54.27,0.028
SALE0048380,CUST01251,PROD00159,WH004,2024-10-18,87,95.78,0.131
SALE0048381,CUST01799,PROD00153,WH003,2025-05-23,498,42.8,0.11
SALE0048382,CUST00464,PROD00131,WH006,2025-11-19,82,28.96,0.149
SALE0048383,CUST01763,PROD00037,WH003,2024-04-30,497,29.36,0.115
SALE0048384,CUST00113,PROD00031,WH001,2025-10-28,375,97.28,0.069
SALE0048385,CUST00727,PROD00028,WH011,2025-06-06,37,6.33,0.136
SALE0048386,CUST00433,PROD00001,WH007,2024-02-25,116,50.29,0.076
SALE0048387,CUST01902,PROD00027,WH009,2024-08-20,175,3.26,0.111
SALE0048388,CUST01635,PROD00289,WH008,2024-02-09,149,15.65,0.101
SALE0048389,CUST01093,PROD00236,WH001,2025-12-01,237,110.52,0.078
SALE0048390,CUST00110,PROD00123,WH001,2024-05-20,290,102.92,0.133
SALE0048391,CUST01985,PROD00230,WH005,2024-12-09,42,50.4,0.021
SALE0048392,CUST00058,PROD00138,WH012,2024-06-30,371,73.63,0.147
SALE0048393,CUST00286,PROD00101,WH010,2025-09-01,317,90.55,0.082
SALE0048394,CUST00380,PROD00139,WH002,2024-09-14,117,17.08,0.104
SALE0048395,CUST01534,PROD00037,WH002,2024-02-09,226,29.36,0.046
SALE0048396,CUST00870,PROD00185,WH007,2024-02-05,48,75.95,0.113
SALE0048397,CUST00797,PROD00275,WH007,2025-01-11,169,50.24,0.049
SALE0048398,CUST01684,PROD00167,WH008,2024-08-18,140,98.71,0.064
SALE0048399,CUST01211,PROD00124,WH004,2025-09-19,443,56.89,0.086
SALE0048400,CUST00668,PROD00124,WH011,2025-12-28,300,56.89,0.128
SALE0048401,CUST00997,PROD00261,WH006,2024-10-20,295,45.39,0.011
SALE0048402,CUST01755,PROD00131,WH007,2024-10-01,370,28.96,0.062
SALE0048403,CUST01312,PROD00019,WH003,2024-01-31,335,84.44,0.115
SALE0048404,CUST00677,PROD00200,WH001,2024-10-03,273,42.68,0.07
SALE0048405,CUST01379,PROD00258,WH010,2025-03-19,33,71.34,0.041
SALE0048406,CUST01161,PROD00191,WH002,2024-07-02,291,13.64,0.007
SALE0048407,CUST01791,PROD00163,WH001,2024-08-20,472,103.21,0.125
SALE0048408,CUST00264,PROD00150,WH003,2025-05-24,261,16.53,0.038
SALE0048409,CUST00277,PROD00076,WH003,2024-12-10,341,3.22,0.079
SALE0048410,CUST01362,PROD00084,WH001,2025-08-11,114,41.03,0.098
SALE0048411,CUST00998,PROD00286,WH010,2024-02-17,192,74.66,0.14
SALE0048412,CUST00520,PROD00234,WH007,2025-07-31,440,93.42,0.063
SALE0048413,CUST01291,PROD00046,WH011,2024-12-12,312,19.69,0.027
SALE0048414,CUST01658,PROD00058,WH009,2025-10-19,329,78.95,0.013
SALE0048415,CUST01537,PROD00026,WH008,2025-12-28,264,83.64,0.086
SALE0048416,CUST01362,PROD00142,WH006,2025-05-15,346,25.64,0.142
SALE0048417,CUST01029,PROD00109,WH002,2024-04-12,89,79.68,0.035
SALE0048418,CUST00862,PROD00054,WH007,2025-08-13,222,32.75,0.132
SALE0048419,CUST01993,PROD00017,WH008,2025-06-03,211,21.81,0.018
SALE0048420,CUST01123,PROD00051,WH012,2025-07-15,405,30.25,0.019
SALE0048421,CUST00875,PROD00230,WH012,2024-10-16,46,50.4,0.045
SALE0048422,CUST00237,PROD00140,WH001,2025-02-23,23,56.32,0.079
SALE0048423,CUST01054,PROD00190,WH010,2024-02-24,415,84.21,0.08
SALE0048424,CUST00198,PROD00047,WH012,2025-03-18,70,64.38,0.008
SALE0048425,CUST00782,PROD00087,WH004,2025-04-03,356,23.02,0.027
SALE0048426,CUST00772,PROD00153,WH008,2025-08-08,343,42.8,0.087
SALE0048427,CUST01362,PROD00210,WH004,2025-12-12,156,34.1,0.106
SALE0048428,CUST01023,PROD00282,WH004,2024-08-22,359,77.3,0.143
SALE0048429,CUST00940,PROD00126,WH001,2024-03-01,83,95.7,0.057
SALE0048430,CUST01187,PROD00144,WH003,2025-06-23,177,57.31,0.05
SALE0048431,CUST00265,PROD00132,WH012,2025-12-17,363,49.44,0.014
SALE0048432,CUST01496,PROD00268,WH007,2025-04-25,459,44.87,0.001
SALE0048433,CUST01496,PROD00289,WH011,2024-10-09,389,15.65,0.129
SALE0048434,CUST00331,PROD00040,WH009,2025-07-21,261,110.04,0.14
SALE0048435,CUST01403,PROD00154,WH006,2025-01-03,194,15.64,0.15
SALE0048436,CUST00226,PROD00067,WH009,2025-07-11,352,44.93,0.14
SALE0048437,CUST01598,PROD00166,WH012,2025-12-28,351,81.16,0.053
SALE0048438,CUST01708,PROD00101,WH001,2024-05-17,13,90.55,0.102
SALE0048439,CUST01733,PROD00198,WH001,2025-03-16,293,73.99,0.002
SALE0048440,CUST00457,PROD00286,WH009,2024-12-02,65,74.66,0.098
SALE0048441,CUST00284,PROD00130,WH012,2025-12-15,184,64.46,0.131
SALE0048442,CUST01082,PROD00148,WH009,2024-10-23,137,58.87,0.139
SALE0048443,CUST00231,PROD00023,WH001,2024-12-24,427,111.16,0.113
SALE0048444,CUST01763,PROD00249,WH011,2025-01-26,61,45.8,0.1
SALE0048445,CUST01560,PROD00203,WH005,2025-10-28,440,105.67,0.116
SALE0048446,CUST00122,PROD00295,WH005,2024-01-28,453,33.21,0.089
SALE0048447,CUST01432,PROD00071,WH011,2025-07-23,215,85.01,0.13
SALE0048448,CUST00132,PROD00230,WH002,2025-05-20,117,50.4,0.107
SALE0048449,CUST00216,PROD00245,WH009,2025-08-06,150,15.09,0.056
SALE0048450,CUST00439,PROD00067,WH011,2025-09-10,288,44.93,0.15
SALE0048451,CUST00306,PROD00282,WH012,2024-02-16,4,77.3,0.108
SALE0048452,CUST00860,PROD00271,WH010,2025-02-04,326,92.12,0.104
SALE0048453,CUST00020,PROD00167,WH011,2024-05-03,327,98.71,0.087
SALE0048454,CUST00903,PROD00251,WH005,2025-09-26,275,113.44,0.013
SALE0048455,CUST01864,PROD00111,WH001,2025-01-05,229,11.57,0.056
SALE0048456,CUST01466,PROD00211,WH010,2025-12-06,113,97.56,0.102
SALE0048457,CUST01435,PROD00008,WH006,2024-03-09,95,17.6,0.012
SALE0048458,CUST00866,PROD00212,WH008,2025-09-06,53,14.84,0.036
SALE0048459,CUST01197,PROD00299,WH007,2025-08-28,490,47.27,0.063
SALE0048460,CUST01439,PROD00155,WH010,2024-03-01,275,6.09,0.138
SALE0048461,CUST01792,PROD00117,WH008,2025-09-10,319,85.92,0.095
SALE0048462,CUST00779,PROD00151,WH002,2025-06-23,489,94.79,0.066
SALE0048463,CUST00662,PROD00180,WH012,2025-06-09,198,68.01,0.007
SALE0048464,CUST00069,PROD00283,WH006,2024-05-08,215,53.61,0.108
SALE0048465,CUST00403,PROD00017,WH012,2024-12-01,292,21.81,0.016
SALE0048466,CUST01486,PROD00062,WH006,2024-01-20,34,61.28,0.07
SALE0048467,CUST00995,PROD00052,WH009,2025-08-30,252,109.62,0.053
SALE0048468,CUST00651,PROD00112,WH011,2024-07-30,347,70.79,0.019
SALE0048469,CUST00518,PROD00071,WH012,2024-10-24,329,85.01,0.116
SALE0048470,CUST00332,PROD00162,WH008,2024-10-17,191,35.45,0.093
SALE0048471,CUST00833,PROD00221,WH003,2025-05-19,293,79.82,0.14
SALE0048472,CUST00747,PROD00243,WH004,2024-04-19,210,53.0,0.114
SALE0048473,CUST00128,PROD00082,WH011,2025-07-17,112,63.13,0.093
SALE0048474,CUST00850,PROD00250,WH003,2024-01-13,377,107.89,0.069
SALE0048475,CUST01001,PROD00085,WH002,2025-11-28,168,92.47,0.053
SALE0048476,CUST00460,PROD00258,WH002,2024-11-15,338,71.34,0.023
SALE0048477,CUST01885,PROD00263,WH004,2024-03-25,5,7.79,0.103
SALE0048478,CUST01247,PROD00231,WH008,2024-05-06,302,8.08,0.078
SALE0048479,CUST01189,PROD00011,WH011,2024-09-25,221,70.04,0.027
SALE0048480,CUST01927,PROD00236,WH001,2024-12-10,265,110.52,0.078
SALE0048481,CUST00807,PROD00107,WH008,2024-06-18,22,83.7,0.12
SALE0048482,CUST00860,PROD00087,WH005,2025-10-09,407,23.02,0.14
SALE0048483,CUST00535,PROD00050,WH005,2025-03-10,215,34.84,0.06
SALE0048484,CUST00166,PROD00213,WH006,2025-03-02,350,54.27,0.002
SALE0048485,CUST01128,PROD00113,WH006,2024-06-22,446,111.45,0.133
SALE0048486,CUST00290,PROD00208,WH002,2025-10-31,136,74.43,0.1
SALE0048487,CUST00780,PROD00266,WH008,2025-06-20,316,54.58,0.125
SALE0048488,CUST01322,PROD00089,WH008,2024-02-28,444,16.76,0.143
SALE0048489,CUST01201,PROD00070,WH008,2025-04-07,325,72.39,0.015
SALE0048490,CUST01908,PROD00054,WH005,2024-02-01,186,32.75,0.125
SALE0048491,CUST00543,PROD00124,WH007,2025-01-31,419,56.89,0.08
SALE0048492,CUST01653,PROD00063,WH002,2024-08-27,268,28.83,0.13
SALE0048493,CUST01288,PROD00030,WH010,2024-10-18,172,23.21,0.079
SALE0048494,CUST01699,PROD00024,WH012,2025-03-11,370,44.66,0.045
SALE0048495,CUST01146,PROD00180,WH001,2024-05-25,369,68.01,0.146
SALE0048496,CUST00463,PROD00072,WH011,2025-04-20,378,38.85,0.062
SALE0048497,CUST00500,PROD00271,WH006,2025-09-15,475,92.12,0.149
SALE0048498,CUST01414,PROD00139,WH008,2025-02-16,288,17.08,0.029
SALE0048499,CUST00205,PROD00044,WH004,2024-07-27,463,53.05,0.064
SALE0048500,CUST01648,PROD00117,WH001,2024-06-22,250,85.92,0.089
SALE0048501,CUST01990,PROD00089,WH006,2024-06-01,499,16.76,0.086
SALE0048502,CUST00886,PROD00083,WH002,2024-04-15,403,7.82,0.08
SALE0048503,CUST01443,PROD00112,WH011,2025-04-01,165,70.79,0.112
SALE0048504,CUST01256,PROD00028,WH007,2024-01-10,281,6.33,0.026
SALE0048505,CUST00027,PROD00094,WH005,2025-12-16,344,93.48,0.111
SALE0048506,CUST01866,PROD00048,WH001,2024-05-01,230,56.2,0.143
SALE0048507,CUST01678,PROD00019,WH009,2025-09-19,323,84.44,0.026
SALE0048508,CUST01504,PROD00235,WH006,2024-09-01,216,16.94,0.122
SALE0048509,CUST00746,PROD00265,WH009,2025-11-26,421,54.83,0.004
SALE0048510,CUST01888,PROD00013,WH002,2025-12-18,367,116.98,0.079
SALE0048511,CUST01526,PROD00244,WH003,2025-07-31,389,64.19,0.013
SALE0048512,CUST01908,PROD00174,WH001,2024-09-28,436,61.26,0.134
SALE0048513,CUST00225,PROD00132,WH002,2024-08-25,361,49.44,0.097
SALE0048514,CUST01110,PROD00193,WH012,2025-05-15,316,37.92,0.068
SALE0048515,CUST00841,PROD00226,WH003,2024-12-04,421,62.22,0.07
SALE0048516,CUST01587,PROD00178,WH004,2025-03-05,237,10.53,0.054
SALE0048517,CUST01106,PROD00018,WH003,2024-08-23,446,119.15,0.1
SALE0048518,CUST00037,PROD00027,WH002,2024-04-21,341,3.26,0.049
SALE0048519,CUST01586,PROD00064,WH011,2024-03-10,101,71.08,0.139
SALE0048520,CUST00626,PROD00016,WH005,2024-05-30,432,109.29,0.034
SALE0048521,CUST01068,PROD00286,WH008,2025-12-24,260,74.66,0.011
SALE0048522,CUST00985,PROD00019,WH007,2024-10-13,83,84.44,0.034
SALE0048523,CUST01715,PROD00291,WH004,2024-12-21,88,91.27,0.123
SALE0048524,CUST00159,PROD00101,WH012,2025-05-04,153,90.55,0.09
SALE0048525,CUST01638,PROD00108,WH003,2025-04-18,43,4.4,0.126
SALE0048526,CUST01668,PROD00191,WH011,2025-09-08,488,13.64,0.057
SALE0048527,CUST01834,PROD00171,WH001,2024-05-16,254,93.24,0.133
SALE0048528,CUST01400,PROD00203,WH009,2024-05-18,458,105.67,0.1
SALE0048529,CUST01162,PROD00079,WH006,2025-08-02,317,41.08,0.072
SALE0048530,CUST00407,PROD00121,WH006,2025-05-02,103,98.68,0.143
SALE0048531,CUST01347,PROD00261,WH007,2025-10-03,483,45.39,0.105
SALE0048532,CUST01742,PROD00157,WH008,2025-11-20,218,29.85,0.132
SALE0048533,CUST01539,PROD00234,WH010,2024-12-11,203,93.42,0.109
SALE0048534,CUST01290,PROD00296,WH005,2025-08-26,423,12.11,0.082
SALE0048535,CUST00248,PROD00254,WH006,2025-03-18,375,62.93,0.057
SALE0048536,CUST00254,PROD00118,WH004,2025-10-31,55,37.57,0.076
SALE0048537,CUST01338,PROD00287,WH003,2024-10-02,14,102.6,0.074
SALE0048538,CUST01768,PROD00004,WH007,2024-06-17,307,69.93,0.054
SALE0048539,CUST01229,PROD00286,WH007,2024-02-03,309,74.66,0.038
SALE0048540,CUST01905,PROD00152,WH007,2024-05-02,10,60.7,0.048
SALE0048541,CUST01067,PROD00237,WH011,2024-02-05,492,58.8,0.022
SALE0048542,CUST00736,PROD00295,WH001,2025-04-13,175,33.21,0.11
SALE0048543,CUST00990,PROD00220,WH009,2024-02-18,431,11.4,0.113
SALE0048544,CUST00879,PROD00163,WH003,2025-10-12,43,103.21,0.007
SALE0048545,CUST01410,PROD00152,WH005,2025-03-09,373,60.7,0.074
SALE0048546,CUST00055,PROD00201,WH008,2024-06-28,149,52.36,0.144
SALE0048547,CUST00790,PROD00028,WH007,2025-09-10,361,6.33,0.147
SALE0048548,CUST00968,PROD00135,WH004,2024-07-12,271,90.81,0.086
SALE0048549,CUST00932,PROD00285,WH006,2025-06-14,52,106.54,0.112
SALE0048550,CUST01370,PROD00229,WH008,2025-03-24,215,12.8,0.028
SALE0048551,CUST00276,PROD00076,WH006,2024-11-17,319,3.22,0.014
SALE0048552,CUST01963,PROD00115,WH006,2024-02-27,404,75.27,0.035
SALE0048553,CUST00433,PROD00021,WH006,2025-08-12,386,29.85,0.065
SALE0048554,CUST00111,PROD00068,WH002,2024-12-24,396,28.03,0.08
SALE0048555,CUST00130,PROD00241,WH002,2024-05-07,455,33.36,0.0
SALE0048556,CUST00179,PROD00054,WH012,2024-11-24,342,32.75,0.099
SALE0048557,CUST01942,PROD00011,WH001,2025-04-10,253,70.04,0.108
SALE0048558,CUST00350,PROD00017,WH009,2024-06-23,376,21.81,0.139
SALE0048559,CUST00805,PROD00236,WH001,2024-05-18,248,110.52,0.033
SALE0048560,CUST01737,PROD00241,WH004,2024-08-18,220,33.36,0.043
SALE0048561,CUST00989,PROD00046,WH010,2024-10-07,425,19.69,0.009
SALE0048562,CUST00505,PROD00017,WH012,2025-04-21,224,21.81,0.025
SALE0048563,CUST00368,PROD00061,WH001,2024-12-05,419,77.3,0.123
SALE0048564,CUST00915,PROD00193,WH003,2025-01-18,187,37.92,0.002
SALE0048565,CUST01271,PROD00292,WH006,2024-11-09,168,39.7,0.011
SALE0048566,CUST00625,PROD00254,WH003,2025-02-08,393,62.93,0.061
SALE0048567,CUST01447,PROD00122,WH005,2025-08-10,487,44.83,0.087
SALE0048568,CUST01400,PROD00218,WH003,2024-03-16,497,47.68,0.034
SALE0048569,CUST01292,PROD00034,WH001,2024-02-10,366,25.04,0.095
SALE0048570,CUST01905,PROD00197,WH010,2024-12-11,401,13.72,0.002
SALE0048571,CUST01901,PROD00033,WH004,2024-03-18,164,118.37,0.039
SALE0048572,CUST01313,PROD00277,WH009,2024-11-28,290,12.68,0.037
SALE0048573,CUST01978,PROD00156,WH011,2024-09-21,79,20.06,0.032
SALE0048574,CUST00338,PROD00124,WH003,2025-12-16,320,56.89,0.092
SALE0048575,CUST01731,PROD00275,WH011,2025-05-20,100,50.24,0.055
SALE0048576,CUST01940,PROD00296,WH002,2024-01-09,318,12.11,0.055
SALE0048577,CUST01581,PROD00131,WH004,2025-01-11,159,28.96,0.132
SALE0048578,CUST00200,PROD00012,WH003,2024-06-07,70,17.59,0.037
SALE0048579,CUST01581,PROD00006,WH002,2025-12-21,205,91.25,0.034
SALE0048580,CUST01737,PROD00208,WH011,2024-07-09,21,74.43,0.031
SALE0048581,CUST00941,PROD00039,WH004,2025-08-13,384,4.76,0.133
SALE0048582,CUST01706,PROD00095,WH006,2024-03-12,169,72.49,0.106
SALE0048583,CUST02000,PROD00186,WH009,2025-05-08,126,48.01,0.023
SALE0048584,CUST01832,PROD00044,WH009,2025-04-03,204,53.05,0.092
SALE0048585,CUST01222,PROD00153,WH002,2024-11-12,433,42.8,0.102
SALE0048586,CUST01937,PROD00020,WH005,2025-11-17,139,35.08,0.081
SALE0048587,CUST01064,PROD00178,WH012,2024-03-08,196,10.53,0.112
SALE0048588,CUST01295,PROD00009,WH010,2024-04-07,357,69.11,0.082
SALE0048589,CUST00054,PROD00014,WH003,2025-11-15,100,70.8,0.096
SALE0048590,CUST00420,PROD00018,WH010,2025-08-29,35,119.15,0.017
SALE0048591,CUST01049,PROD00150,WH007,2024-03-01,138,16.53,0.09
SALE0048592,CUST00766,PROD00042,WH010,2024-02-22,136,17.45,0.036
SALE0048593,CUST01225,PROD00217,WH010,2024-10-24,255,116.87,0.014
SALE0048594,CUST01941,PROD00235,WH005,2025-08-03,412,16.94,0.147
SALE0048595,CUST01622,PROD00126,WH009,2025-05-22,22,95.7,0.09
SALE0048596,CUST00758,PROD00228,WH012,2024-04-30,242,18.3,0.008
SALE0048597,CUST00555,PROD00090,WH001,2025-03-07,96,103.21,0.102
SALE0048598,CUST01806,PROD00203,WH008,2025-06-01,406,105.67,0.018
SALE0048599,CUST00476,PROD00099,WH012,2025-12-26,22,110.49,0.036
SALE0048600,CUST01320,PROD00094,WH010,2025-11-08,7,93.48,0.007
SALE0048601,CUST01178,PROD00139,WH011,2025-08-26,410,17.08,0.045
SALE0048602,CUST00044,PROD00137,WH008,2025-07-01,395,78.59,0.125
SALE0048603,CUST00284,PROD00136,WH009,2024-06-28,130,13.7,0.062
SALE0048604,CUST00576,PROD00037,WH005,2024-10-25,379,29.36,0.049
SALE0048605,CUST00756,PROD00212,WH005,2024-11-10,113,14.84,0.03
SALE0048606,CUST01093,PROD00159,WH002,2025-10-22,456,95.78,0.146
SALE0048607,CUST01412,PROD00256,WH004,2024-08-24,373,37.64,0.14
SALE0048608,CUST01424,PROD00271,WH002,2024-04-11,200,92.12,0.072
SALE0048609,CUST00235,PROD00010,WH001,2025-04-05,170,65.84,0.141
SALE0048610,CUST00430,PROD00277,WH007,2024-01-27,215,12.68,0.032
SALE0048611,CUST00666,PROD00223,WH008,2025-06-03,252,29.04,0.103
SALE0048612,CUST00164,PROD00217,WH002,2024-05-30,339,116.87,0.053
SALE0048613,CUST00120,PROD00151,WH008,2025-01-31,117,94.79,0.037
SALE0048614,CUST00460,PROD00208,WH008,2025-03-26,370,74.43,0.022
SALE0048615,CUST00644,PROD00222,WH001,2024-01-19,126,27.44,0.025
SALE0048616,CUST01352,PROD00056,WH010,2025-04-26,424,18.11,0.074
SALE0048617,CUST00091,PROD00183,WH009,2025-08-07,416,61.0,0.069
SALE0048618,CUST00280,PROD00241,WH004,2025-11-30,253,33.36,0.125
SALE0048619,CUST00807,PROD00111,WH011,2025-01-19,228,11.57,0.098
SALE0048620,CUST00869,PROD00224,WH009,2024-09-05,71,90.07,0.049
SALE0048621,CUST00099,PROD00274,WH007,2025-09-08,194,37.02,0.006
SALE0048622,CUST00963,PROD00247,WH005,2024-01-02,403,13.89,0.086
SALE0048623,CUST01093,PROD00155,WH005,2025-08-21,238,6.09,0.111
SALE0048624,CUST00312,PROD00247,WH002,2024-08-08,320,13.89,0.005
SALE0048625,CUST00984,PROD00151,WH012,2024-01-29,177,94.79,0.149
SALE0048626,CUST01520,PROD00189,WH010,2025-02-13,181,40.1,0.056
SALE0048627,CUST00425,PROD00160,WH007,2024-03-17,454,106.78,0.118
SALE0048628,CUST01091,PROD00260,WH010,2025-08-23,352,34.73,0.067
SALE0048629,CUST00783,PROD00027,WH001,2025-06-21,140,3.26,0.015
SALE0048630,CUST00893,PROD00046,WH012,2024-06-04,277,19.69,0.066
SALE0048631,CUST00689,PROD00214,WH005,2025-06-24,286,73.05,0.055
SALE0048632,CUST01151,PROD00162,WH008,2024-11-25,58,35.45,0.115
SALE0048633,CUST00348,PROD00212,WH011,2025-12-09,323,14.84,0.001
SALE0048634,CUST01205,PROD00160,WH006,2024-01-30,465,106.78,0.103
SALE0048635,CUST00422,PROD00051,WH010,2024-03-09,139,30.25,0.146
SALE0048636,CUST01421,PROD00216,WH003,2025-08-29,13,5.99,0.005
SALE0048637,CUST01502,PROD00256,WH012,2024-05-31,300,37.64,0.11
