purchase_id,supplier_id,product_id,warehouse_id,order_date,expected_date,received_date,quantity,unit_cost
PO008624,SUP0041,PROD00082,WH006,2025-12-08,2026-01-07,2026-01-13,1112,24.25
PO008625,SUP0066,PROD00274,WH011,2024-07-20,2024-08-16,2024-08-29,3236,27.49
PO008626,SUP0041,PROD00009,WH009,2024-12-09,2024-12-23,2025-01-01,1888,69.4
PO008627,SUP0031,PROD00043,WH008,2025-06-06,2025-06-11,2025-06-16,4581,60.2
PO008628,SUP0010,PROD00122,WH010,2025-02-03,2025-02-17,2025-02-18,812,39.61
PO008629,SUP0078,PROD00256,WH006,2024-08-05,2024-08-17,2024-08-27,2145,55.28
PO008630,SUP0079,PROD00110,WH008,2025-03-20,2025-04-10,2025-04-14,3982,2.46
PO008631,SUP0057,PROD00063,WH006,2024-08-09,2024-08-29,2024-08-30,2069,10.02
PO008632,SUP0033,PROD00060,WH003,2025-01-17,2025-01-26,2025-01-28,2609,54.64
PO008633,SUP0027,PROD00270,WH011,2025-08-14,2025-09-12,2025-09-09,1734,67.11
PO008634,SUP0024,PROD00148,WH008,2024-01-07,2024-01-20,2024-01-20,1135,41.04
PO008635,SUP0059,PROD00075,WH001,2024-09-28,2024-10-08,2024-10-12,3651,13.89
PO008636,SUP0077,PROD00248,WH006,2024-01-16,2024-01-30,2024-01-29,1783,5.91
PO008637,SUP0007,PROD00220,WH004,2025-02-27,2025-03-19,2025-03-17,1330,37.97
PO008638,SUP0072,PROD00251,WH008,2025-06-07,2025-06-19,2025-07-03,1728,58.26
PO008639,SUP0021,PROD00050,WH001,2024-01-21,2024-02-02,2024-02-10,4359,5.11
PO008640,SUP0025,PROD00236,WH006,2025-11-20,2025-12-05,2025-12-18,2929,56.32
PO008641,SUP0023,PROD00213,WH004,2024-08-15,2024-09-10,2024-09-24,1313,66.95
PO008642,SUP0078,PROD00144,WH006,2024-10-14,2024-10-21,2024-11-03,829,21.53
PO008643,SUP0072,PROD00268,WH006,2024-05-13,2024-06-10,2024-06-08,4166,46.39
PO008644,SUP0067,PROD00048,WH009,2024-10-09,2024-11-01,2024-11-16,1013,62.85
PO008645,SUP0024,PROD00288,WH002,2025-02-07,2025-02-15,2025-02-20,4080,75.43
PO008646,SUP0031,PROD00147,WH003,2025-10-26,2025-11-22,2025-12-06,26,58.63
PO008647,SUP0025,PROD00103,WH011,2024-03-06,2024-03-24,2024-03-29,4828,9.58
PO008648,SUP0044,PROD00097,WH005,2025-10-10,2025-11-07,2025-11-14,1611,61.5
PO008649,SUP0073,PROD00233,WH012,2025-08-26,2025-09-06,2025-09-12,819,63.05
PO008650,SUP0017,PROD00007,WH005,2025-03-12,2025-04-10,2025-04-21,423,9.26
PO008651,SUP0024,PROD00150,WH003,2024-09-15,2024-10-08,2024-10-11,2279,44.63
PO008652,SUP0005,PROD00013,WH010,2024-04-12,2024-05-11,2024-05-14,673,67.11
PO008653,SUP0029,PROD00058,WH007,2025-07-20,2025-08-15,2025-08-26,1588,60.66
PO008654,SUP0038,PROD00117,WH001,2024-04-10,2024-04-22,2024-04-23,4235,10.08
PO008655,SUP0022,PROD00157,WH005,2024-07-16,2024-08-10,2024-08-22,3943,12.98
PO008656,SUP0074,PROD00015,WH008,2024-08-13,2024-09-03,2024-09-07,983,42.48
PO008657,SUP0022,PROD00188,WH008,2025-04-07,2025-04-16,2025-04-15,4431,32.97
PO008658,SUP0077,PROD00040,WH001,2024-08-24,2024-09-16,2024-09-26,1210,37.39
PO008659,SUP0073,PROD00258,WH011,2024-01-26,2024-02-09,2024-02-09,1477,51.25
PO008660,SUP0036,PROD00149,WH011,2024-04-30,2024-05-20,2024-05-22,2958,72.86
PO008661,SUP0057,PROD00197,WH010,2025-05-20,2025-05-30,2025-05-28,4785,6.44
PO008662,SUP0046,PROD00074,WH009,2024-06-30,2024-07-25,2024-07-24,1734,30.9
PO008663,SUP0073,PROD00238,WH008,2025-12-11,2025-12-18,2025-12-17,4161,2.79
PO008664,SUP0014,PROD00219,WH007,2025-09-25,2025-10-18,2025-10-26,2945,8.58
PO008665,SUP0069,PROD00025,WH001,2025-06-26,2025-07-02,2025-07-02,3060,75.35
PO008666,SUP0003,PROD00074,WH008,2024-11-10,2024-11-23,2024-11-29,3594,31.38
PO008667,SUP0015,PROD00065,WH004,2025-09-09,2025-09-26,2025-09-24,807,35.48
PO008668,SUP0044,PROD00242,WH006,2024-09-29,2024-10-16,2024-10-17,764,55.62
PO008669,SUP0003,PROD00111,WH007,2024-08-19,2024-08-24,2024-08-22,3376,41.14
PO008670,SUP0045,PROD00242,WH005,2025-02-23,2025-03-24,2025-04-07,1969,48.5
PO008671,SUP0031,PROD00281,WH005,2025-03-17,2025-04-09,2025-04-21,3704,26.66
PO008672,SUP0070,PROD00138,WH006,2025-05-10,2025-06-04,2025-06-03,4129,44.63
PO008673,SUP0030,PROD00025,WH003,2024-01-24,2024-01-31,2024-02-09,887,65.84
PO008674,SUP0010,PROD00275,WH003,2024-04-18,2024-04-28,2024-05-13,1582,59.39
PO008675,SUP0061,PROD00069,WH006,2025-12-03,2025-12-21,2025-12-24,937,47.27
PO008676,SUP0077,PROD00267,WH001,2025-05-16,2025-05-23,2025-05-24,1694,76.94
PO008677,SUP0007,PROD00079,WH007,2024-01-25,2024-02-23,2024-02-22,1262,9.58
PO008678,SUP0004,PROD00186,WH001,2024-07-05,2024-07-17,2024-07-28,3152,51.25
PO008679,SUP0038,PROD00286,WH012,2024-10-14,2024-11-13,2024-11-24,1438,53.56
PO008680,SUP0021,PROD00079,WH010,2025-09-19,2025-10-15,2025-10-23,1318,71.66
PO008681,SUP0051,PROD00173,WH012,2024-12-03,2024-12-18,2024-12-24,2292,63.05
PO008682,SUP0029,PROD00040,WH007,2024-02-06,2024-02-26,2024-03-06,4940,31.56
PO008683,SUP0048,PROD00182,WH010,2024-05-16,2024-05-23,2024-05-29,448,19.35
PO008684,SUP0044,PROD00116,WH006,2025-05-22,2025-06-02,2025-06-11,2321,13.92
PO008685,SUP0057,PROD00082,WH005,2024-08-14,2024-08-24,2024-08-27,3589,39.14
PO008686,SUP0050,PROD00065,WH003,2024-11-15,2024-12-03,2024-12-14,3363,13.64
PO008687,SUP0050,PROD00038,WH008,2024-06-30,2024-07-27,2024-08-08,2501,13.64
PO008688,SUP0076,PROD00007,WH005,2024-03-26,2024-04-20,2024-05-01,2923,42.44
PO008689,SUP0022,PROD00074,WH005,2025-04-11,2025-05-10,2025-05-17,1408,19.27
PO008690,SUP0047,PROD00219,WH005,2024-02-22,2024-03-20,2024-03-18,1216,62.15
PO008691,SUP0078,PROD00231,WH009,2024-08-22,2024-09-07,2024-09-13,440,35.48
PO008692,SUP0030,PROD00247,WH002,2025-03-08,2025-03-25,2025-03-30,3271,64.91
PO008693,SUP0038,PROD00262,WH010,2025-05-10,2025-05-16,2025-05-19,3989,34.36
PO008694,SUP0014,PROD00220,WH001,2024-04-09,2024-04-21,2024-04-20,1016,29.39
PO008695,SUP0044,PROD00121,WH010,2025-08-21,2025-09-06,2025-09-15,4949,6.01
PO008696,SUP0012,PROD00050,WH012,2025-02-06,2025-02-22,2025-02-24,2614,28.48
PO008697,SUP0033,PROD00003,WH002,2025-01-30,2025-02-12,2025-02-14,2855,68.43
PO008698,SUP0028,PROD00239,WH010,2025-06-10,2025-06-15,2025-06-20,508,5.91
PO008699,SUP0054,PROD00281,WH001,2025-02-18,2025-03-17,2025-03-30,4361,19.11
PO008700,SUP0031,PROD00174,WH009,2025-09-04,2025-10-04,2025-10-17,3034,23.55
PO008701,SUP0029,PROD00219,WH005,2025-11-07,2025-11-23,2025-12-06,2637,65.04
PO008702,SUP0058,PROD00192,WH010,2025-04-07,2025-04-20,2025-05-04,3687,52.18
PO008703,SUP0062,PROD00134,WH003,2025-06-24,2025-07-17,2025-08-01,2872,63.42
PO008704,SUP0021,PROD00298,WH011,2025-09-17,2025-10-15,2025-10-21,483,15.09
PO008705,SUP0028,PROD00197,WH009,2025-09-10,2025-10-08,2025-10-14,1382,63.37
PO008706,SUP0042,PROD00207,WH009,2024-12-29,2025-01-28,2025-02-09,2105,63.42
PO008707,SUP0068,PROD00168,WH001,2024-05-09,2024-06-01,2024-06-13,3721,64.23
PO008708,SUP0062,PROD00093,WH006,2024-03-24,2024-04-14,2024-04-24,1915,23.98
PO008709,SUP0014,PROD00171,WH009,2024-09-27,2024-10-03,2024-10-16,56,15.66
PO008710,SUP0057,PROD00268,WH011,2024-08-31,2024-09-22,2024-10-01,4887,54.24
PO008711,SUP0014,PROD00056,WH010,2025-01-22,2025-02-04,2025-02-12,1832,75.93
PO008712,SUP0037,PROD00212,WH008,2024-08-01,2024-08-27,2024-08-29,591,69.42
PO008713,SUP0079,PROD00080,WH008,2024-06-14,2024-07-09,2024-07-24,2764,63.37
PO008714,SUP0057,PROD00055,WH001,2024-02-28,2024-03-09,2024-03-12,79,13.92
PO008715,SUP0080,PROD00189,WH010,2025-08-24,2025-09-21,2025-09-22,3169,15.24
PO008716,SUP0010,PROD00287,WH008,2025-05-18,2025-05-29,2025-06-05,2884,76.94
PO008717,SUP0047,PROD00105,WH003,2025-12-06,2025-12-25,2025-12-23,350,21.66
PO008718,SUP0049,PROD00040,WH004,2024-05-02,2024-05-25,2024-05-29,174,30.65
PO008719,SUP0040,PROD00209,WH005,2025-10-09,2025-10-16,2025-10-22,897,9.58
PO008720,SUP0021,PROD00289,WH011,2025-02-16,2025-03-12,2025-03-24,2377,18.01
PO008721,SUP0028,PROD00219,WH008,2024-05-18,2024-05-25,2024-05-23,2697,35.25
PO008722,SUP0050,PROD00291,WH012,2024-08-16,2024-09-06,2024-09-03,1829,26.38
PO008723,SUP0076,PROD00137,WH001,2024-09-30,2024-10-09,2024-10-22,590,46.39
PO008724,SUP0010,PROD00098,WH001,2025-03-14,2025-03-21,2025-04-01,2045,75.4
PO008725,SUP0004,PROD00236,WH002,2025-07-15,2025-08-11,2025-08-23,4343,68.27
PO008726,SUP0059,PROD00030,WH009,2024-04-27,2024-05-10,2024-05-20,3821,35.04
PO008727,SUP0061,PROD00111,WH011,2025-12-14,2026-01-03,2026-01-07,874,24.88
PO008728,SUP0019,PROD00230,WH006,2025-04-27,2025-05-15,2025-05-30,1397,60.12
PO008729,SUP0053,PROD00025,WH002,2025-01-29,2025-02-18,2025-02-24,363,56.32
PO008730,SUP0078,PROD00227,WH008,2025-12-03,2025-12-08,2025-12-17,2402,30.9
PO008731,SUP0077,PROD00237,WH001,2025-04-04,2025-04-10,2025-04-07,526,27.49
PO008732,SUP0017,PROD00190,WH011,2025-11-23,2025-12-14,2025-12-17,3272,5.91
PO008733,SUP0070,PROD00005,WH007,2024-03-18,2024-04-04,2024-04-03,778,68.77
PO008734,SUP0044,PROD00125,WH008,2025-02-15,2025-02-20,2025-03-05,345,13.89
PO008735,SUP0008,PROD00011,WH002,2024-03-15,2024-03-20,2024-04-01,60,68.77
PO008736,SUP0017,PROD00060,WH003,2024-10-21,2024-10-30,2024-10-31,3252,26.66
PO008737,SUP0079,PROD00022,WH006,2024-01-21,2024-02-12,2024-02-15,794,8.58
PO008738,SUP0016,PROD00040,WH009,2024-06-19,2024-07-17,2024-07-15,568,74.75
PO008739,SUP0073,PROD00101,WH005,2024-01-15,2024-02-12,2024-02-21,4827,63.05
PO008740,SUP0049,PROD00238,WH007,2024-07-29,2024-08-06,2024-08-03,4254,70.77
PO008741,SUP0006,PROD00057,WH005,2025-07-13,2025-08-02,2025-08-01,2507,70.77
PO008742,SUP0055,PROD00118,WH003,2024-03-26,2024-04-02,2024-04-01,4586,49.22
PO008743,SUP0047,PROD00058,WH010,2024-05-28,2024-06-06,2024-06-07,3132,68.43
PO008744,SUP0076,PROD00169,WH009,2025-11-30,2025-12-13,2025-12-14,3173,69.81
PO008745,SUP0058,PROD00075,WH002,2025-01-06,2025-01-14,2025-01-24,525,28.59
PO008746,SUP0020,PROD00168,WH005,2025-04-24,2025-05-14,2025-05-11,2479,27.72
PO008747,SUP0041,PROD00168,WH001,2024-05-30,2024-06-29,2024-07-08,1296,13.93
PO008748,SUP0021,PROD00043,WH009,2024-05-20,2024-06-16,2024-06-21,1172,46.91
PO008749,SUP0068,PROD00026,WH006,2024-03-09,2024-03-24,2024-03-29,3832,49.79
PO008750,SUP0001,PROD00088,WH005,2024-09-16,2024-10-02,2024-10-09,1170,77.08
PO008751,SUP0054,PROD00111,WH004,2025-06-04,2025-06-17,2025-06-18,3080,70.19
PO008752,SUP0015,PROD00238,WH011,2025-09-24,2025-10-04,2025-10-08,2634,23.98
PO008753,SUP0057,PROD00255,WH002,2025-01-05,2025-01-19,2025-02-01,1601,14.87
PO008754,SUP0020,PROD00009,WH007,2025-02-22,2025-03-03,2025-02-28,748,31.88
PO008755,SUP0079,PROD00067,WH001,2024-04-10,2024-05-07,2024-05-10,1935,19.53
PO008756,SUP0054,PROD00231,WH007,2025-10-22,2025-10-30,2025-11-12,3796,9.58
PO008757,SUP0067,PROD00086,WH003,2025-10-19,2025-11-01,2025-11-07,4190,61.6
PO008758,SUP0071,PROD00006,WH008,2024-08-30,2024-09-27,2024-10-09,1609,37.97
PO008759,SUP0006,PROD00154,WH010,2025-05-26,2025-06-19,2025-06-17,3552,12.25
PO008760,SUP0075,PROD00198,WH007,2025-07-08,2025-07-20,2025-07-18,3216,70.77
PO008761,SUP0023,PROD00291,WH007,2024-04-04,2024-04-23,2024-05-03,269,61.6
PO008762,SUP0078,PROD00223,WH011,2024-08-13,2024-09-07,2024-09-09,2564,10.86
PO008763,SUP0006,PROD00132,WH012,2025-06-01,2025-06-25,2025-06-24,4046,9.15
PO008764,SUP0039,PROD00168,WH005,2024-08-01,2024-08-09,2024-08-19,2637,37.22
PO008765,SUP0034,PROD00156,WH007,2025-12-18,2026-01-12,2026-01-25,2829,25.58
PO008766,SUP0016,PROD00126,WH012,2024-03-07,2024-03-26,2024-04-06,3698,62.85
PO008767,SUP0026,PROD00131,WH003,2025-01-30,2025-02-07,2025-02-15,3824,63.37
PO008768,SUP0028,PROD00090,WH009,2025-09-03,2025-09-24,2025-10-09,3813,57.66
PO008769,SUP0019,PROD00089,WH008,2024-01-12,2024-02-10,2024-02-13,3103,64.5
PO008770,SUP0033,PROD00274,WH011,2024-08-24,2024-09-11,2024-09-18,2381,51.25
PO008771,SUP0040,PROD00149,WH007,2025-02-02,2025-02-11,2025-02-23,2511,11.35
PO008772,SUP0008,PROD00097,WH012,2025-02-10,2025-02-25,2025-03-02,256,30.9
PO008773,SUP0020,PROD00052,WH005,2025-04-24,2025-05-22,2025-05-19,1924,48.41
PO008774,SUP0042,PROD00289,WH005,2025-10-08,2025-10-25,2025-11-04,2951,42.44
PO008775,SUP0071,PROD00089,WH004,2024-08-09,2024-08-20,2024-09-03,1127,31.72
PO008776,SUP0043,PROD00126,WH004,2024-06-04,2024-06-16,2024-06-22,2869,38.66
PO008777,SUP0066,PROD00083,WH003,2025-10-15,2025-11-01,2025-11-11,4301,61.6
PO008778,SUP0047,PROD00248,WH011,2025-03-03,2025-03-27,2025-04-06,3029,54.04
PO008779,SUP0001,PROD00114,WH012,2024-06-06,2024-06-20,2024-06-21,4492,39.61
PO008780,SUP0026,PROD00120,WH011,2025-02-19,2025-02-24,2025-02-24,3833,64.91
PO008781,SUP0010,PROD00040,WH006,2024-11-21,2024-12-16,2024-12-25,3753,35.69
PO008782,SUP0013,PROD00160,WH002,2025-01-05,2025-01-25,2025-01-22,953,35.64
PO008783,SUP0068,PROD00056,WH011,2024-12-09,2024-12-16,2024-12-24,3126,50.45
PO008784,SUP0009,PROD00182,WH004,2024-09-18,2024-09-27,2024-09-30,2249,11.04
PO008785,SUP0010,PROD00058,WH006,2024-10-09,2024-10-19,2024-11-02,4477,16.81
PO008786,SUP0044,PROD00020,WH010,2024-08-16,2024-09-04,2024-09-13,535,15.24
PO008787,SUP0077,PROD00230,WH011,2024-10-06,2024-10-23,2024-10-26,2994,23.31
PO008788,SUP0057,PROD00071,WH002,2024-10-16,2024-10-21,2024-10-29,3046,78.14
PO008789,SUP0078,PROD00286,WH002,2025-11-10,2025-11-17,2025-11-15,518,16.81
PO008790,SUP0034,PROD00151,WH004,2024-02-16,2024-02-21,2024-03-07,133,34.41
PO008791,SUP0059,PROD00250,WH004,2025-12-15,2025-12-21,2025-12-22,1143,16.81
PO008792,SUP0049,PROD00172,WH007,2024-08-01,2024-08-30,2024-08-27,4645,66.48
PO008793,SUP0058,PROD00212,WH011,2024-01-24,2024-02-07,2024-02-08,1555,40.8
PO008794,SUP0068,PROD00089,WH007,2024-11-16,2024-12-08,2024-12-05,1629,12.4
PO008795,SUP0057,PROD00214,WH012,2024-09-30,2024-10-10,2024-10-19,1864,13.64
PO008796,SUP0012,PROD00159,WH004,2025-07-09,2025-08-05,2025-08-05,658,26.49
PO008797,SUP0059,PROD00174,WH004,2024-11-08,2024-12-06,2024-12-04,4898,10.32
PO008798,SUP0011,PROD00142,WH002,2024-12-28,2025-01-18,2025-01-30,2190,78.75
PO008799,SUP0038,PROD00069,WH010,2025-10-29,2025-11-08,2025-11-18,1818,37.22
PO008800,SUP0033,PROD00196,WH002,2025-01-14,2025-01-19,2025-01-28,2314,25.58
PO008801,SUP0026,PROD00260,WH012,2025-12-11,2025-12-22,2026-01-04,528,35.04
PO008802,SUP0039,PROD00069,WH012,2025-11-04,2025-11-22,2025-12-04,4435,9.15
PO008803,SUP0040,PROD00027,WH006,2025-04-14,2025-05-12,2025-05-19,4370,38.66
PO008804,SUP0034,PROD00127,WH009,2025-11-05,2025-11-19,2025-12-01,4793,42.55
PO008805,SUP0044,PROD00069,WH009,2024-04-25,2024-05-09,2024-05-21,4838,60.66
PO008806,SUP0040,PROD00171,WH010,2025-08-27,2025-09-16,2025-09-18,3763,76.94
PO008807,SUP0076,PROD00279,WH003,2024-02-11,2024-03-05,2024-03-19,1543,57.19
PO008808,SUP0044,PROD00177,WH012,2025-01-13,2025-02-12,2025-02-18,2427,68.37
PO008809,SUP0020,PROD00063,WH001,2025-12-22,2025-12-27,2026-01-01,87,18.01
PO008810,SUP0076,PROD00205,WH002,2024-07-24,2024-08-01,2024-08-07,907,79.03
PO008811,SUP0058,PROD00270,WH006,2025-04-10,2025-05-09,2025-05-21,2301,60.2
PO008812,SUP0073,PROD00017,WH012,2024-10-06,2024-10-22,2024-10-25,2847,11.94
PO008813,SUP0049,PROD00197,WH003,2025-10-09,2025-10-28,2025-11-11,3541,2.75
PO008814,SUP0028,PROD00122,WH010,2025-09-09,2025-10-03,2025-10-05,2782,52.18
PO008815,SUP0002,PROD00017,WH012,2024-04-27,2024-05-27,2024-05-31,1057,41.57
PO008816,SUP0045,PROD00101,WH010,2024-08-24,2024-09-18,2024-09-26,2751,43.98
PO008817,SUP0048,PROD00205,WH012,2024-11-04,2024-11-30,2024-12-02,1698,19.53
PO008818,SUP0028,PROD00055,WH003,2025-03-31,2025-04-19,2025-05-01,2949,63.05
PO008819,SUP0047,PROD00272,WH012,2025-04-19,2025-04-29,2025-05-05,4019,39.14
PO008820,SUP0016,PROD00114,WH002,2024-04-09,2024-05-09,2024-05-07,968,77.08
PO008821,SUP0045,PROD00063,WH008,2024-09-17,2024-09-24,2024-10-05,1956,29.39
PO008822,SUP0047,PROD00286,WH004,2024-10-31,2024-11-26,2024-11-29,3379,79.74
PO008823,SUP0073,PROD00091,WH002,2024-12-19,2024-12-28,2025-01-03,2769,76.07
PO008824,SUP0055,PROD00297,WH005,2024-10-12,2024-10-19,2024-10-26,2561,9.72
PO008825,SUP0064,PROD00281,WH008,2024-11-23,2024-12-05,2024-12-19,582,36.78
PO008826,SUP0030,PROD00166,WH011,2024-04-12,2024-05-01,2024-04-30,4995,64.23
PO008827,SUP0066,PROD00300,WH002,2024-03-03,2024-03-14,2024-03-22,472,43.66
PO008828,SUP0069,PROD00090,WH006,2025-11-17,2025-12-03,2025-12-08,3558,54.24
PO008829,SUP0028,PROD00218,WH005,2024-10-08,2024-10-18,2024-10-30,1641,49.79
PO008830,SUP0016,PROD00221,WH002,2025-03-16,2025-04-11,2025-04-14,1273,34.36
PO008831,SUP0071,PROD00216,WH011,2024-10-19,2024-10-24,2024-10-25,4380,59.39
PO008832,SUP0072,PROD00151,WH003,2024-01-07,2024-02-02,2024-02-14,3877,69.4
PO008833,SUP0014,PROD00162,WH004,2025-09-30,2025-10-20,2025-10-27,3262,16.07
PO008834,SUP0018,PROD00025,WH012,2024-04-01,2024-04-27,2024-05-08,4842,11.04
PO008835,SUP0005,PROD00197,WH007,2024-07-08,2024-07-27,2024-08-04,4866,49.79
PO008836,SUP0070,PROD00161,WH012,2025-04-20,2025-04-28,2025-04-29,3252,22.22
PO008837,SUP0073,PROD00141,WH005,2025-05-25,2025-06-15,2025-06-22,654,14.87
PO008838,SUP0074,PROD00122,WH004,2025-04-06,2025-04-24,2025-04-30,823,11.0
PO008839,SUP0012,PROD00164,WH007,2024-02-22,2024-03-22,2024-03-21,4449,76.94
PO008840,SUP0004,PROD00088,WH007,2025-04-30,2025-05-15,2025-05-21,1035,75.81
PO008841,SUP0006,PROD00202,WH012,2025-10-05,2025-10-13,2025-10-26,90,11.0
PO008842,SUP0053,PROD00128,WH003,2025-05-04,2025-05-31,2025-06-04,1901,9.58
PO008843,SUP0016,PROD00282,WH006,2024-12-29,2025-01-24,2025-02-01,1416,75.87
PO008844,SUP0055,PROD00182,WH007,2024-04-21,2024-04-30,2024-04-29,774,22.22
PO008845,SUP0057,PROD00124,WH010,2025-02-12,2025-02-23,2025-02-21,4233,32.97
PO008846,SUP0038,PROD00262,WH005,2024-01-07,2024-01-26,2024-01-25,2642,41.82
PO008847,SUP0026,PROD00016,WH001,2025-10-29,2025-11-11,2025-11-17,3812,15.66
PO008848,SUP0044,PROD00231,WH012,2024-07-15,2024-08-09,2024-08-15,4013,35.64
PO008849,SUP0016,PROD00151,WH007,2025-01-01,2025-01-21,2025-01-27,2847,40.36
PO008850,SUP0027,PROD00050,WH007,2024-09-06,2024-09-14,2024-09-27,2012,27.72
PO008851,SUP0047,PROD00114,WH004,2025-08-17,2025-08-28,2025-08-30,3561,68.37
PO008852,SUP0043,PROD00234,WH012,2024-08-27,2024-09-07,2024-09-05,2903,5.92
PO008853,SUP0049,PROD00207,WH001,2025-01-14,2025-02-02,2025-02-15,3722,11.94
PO008854,SUP0044,PROD00012,WH008,2025-04-15,2025-04-21,2025-04-23,3137,48.41
PO008855,SUP0006,PROD00198,WH010,2025-12-01,2025-12-19,2025-12-29,2935,16.83
PO008856,SUP0047,PROD00076,WH007,2025-03-30,2025-04-04,2025-04-17,680,59.82
PO008857,SUP0066,PROD00210,WH006,2024-12-31,2025-01-06,2025-01-16,2845,63.51
PO008858,SUP0018,PROD00198,WH005,2024-10-16,2024-11-13,2024-11-16,4076,36.48
PO008859,SUP0034,PROD00033,WH003,2025-02-06,2025-02-19,2025-02-19,2238,10.32
PO008860,SUP0026,PROD00292,WH007,2024-02-27,2024-03-03,2024-03-08,4273,63.51
PO008861,SUP0027,PROD00163,WH010,2025-06-04,2025-06-18,2025-07-01,3186,68.37
PO008862,SUP0001,PROD00035,WH009,2024-10-30,2024-11-05,2024-11-02,1282,4.55
PO008863,SUP0063,PROD00055,WH007,2024-04-24,2024-04-29,2024-05-12,1785,19.07
PO008864,SUP0016,PROD00111,WH012,2024-07-28,2024-08-18,2024-09-01,4775,36.78
PO008865,SUP0062,PROD00042,WH010,2024-02-10,2024-03-06,2024-03-07,788,18.88
PO008866,SUP0074,PROD00113,WH009,2024-06-21,2024-07-12,2024-07-27,876,30.53
PO008867,SUP0062,PROD00066,WH002,2024-08-21,2024-09-14,2024-09-28,3395,60.25
PO008868,SUP0013,PROD00269,WH002,2025-08-12,2025-08-27,2025-08-24,3822,36.36
PO008869,SUP0059,PROD00216,WH012,2025-09-11,2025-10-09,2025-10-17,75,31.38
PO008870,SUP0005,PROD00267,WH007,2025-02-06,2025-02-14,2025-02-27,3610,74.87
PO008871,SUP0017,PROD00065,WH007,2024-02-08,2024-03-05,2024-03-12,1084,58.26
PO008872,SUP0043,PROD00066,WH011,2024-04-28,2024-05-12,2024-05-11,4256,45.4
PO008873,SUP0022,PROD00262,WH002,2024-11-30,2024-12-24,2024-12-28,3317,60.85
PO008874,SUP0011,PROD00250,WH008,2024-12-01,2024-12-19,2024-12-26,1655,53.56
PO008875,SUP0011,PROD00236,WH005,2025-06-22,2025-06-29,2025-07-02,4674,19.49
PO008876,SUP0031,PROD00167,WH003,2025-09-07,2025-09-19,2025-09-19,4015,41.14
PO008877,SUP0024,PROD00177,WH006,2024-03-14,2024-04-09,2024-04-19,2033,61.6
PO008878,SUP0048,PROD00033,WH002,2024-07-09,2024-07-29,2024-08-08,4258,2.79
PO008879,SUP0056,PROD00218,WH011,2024-11-19,2024-11-28,2024-12-05,2775,14.3
PO008880,SUP0028,PROD00057,WH008,2024-05-26,2024-06-03,2024-06-12,1398,30.53
PO008881,SUP0043,PROD00129,WH009,2024-10-10,2024-10-30,2024-10-30,1601,27.72
PO008882,SUP0069,PROD00048,WH012,2024-07-31,2024-08-18,2024-08-20,1609,33.24
PO008883,SUP0030,PROD00171,WH001,2025-09-26,2025-10-10,2025-10-10,1548,3.85
PO008884,SUP0052,PROD00007,WH012,2025-12-18,2025-12-29,2026-01-04,3888,4.86
PO008885,SUP0054,PROD00259,WH008,2025-01-28,2025-02-11,2025-02-26,2678,53.17
PO008886,SUP0038,PROD00220,WH012,2024-12-04,2024-12-23,2024-12-29,2592,10.98
PO008887,SUP0069,PROD00073,WH002,2024-01-22,2024-02-05,2024-02-10,4231,66.95
PO008888,SUP0079,PROD00286,WH011,2024-04-14,2024-05-04,2024-05-07,1459,57.66
PO008889,SUP0043,PROD00167,WH009,2025-04-10,2025-04-18,2025-04-19,4460,75.64
PO008890,SUP0036,PROD00021,WH006,2025-04-03,2025-04-23,2025-05-05,485,55.62
PO008891,SUP0044,PROD00034,WH004,2025-03-07,2025-03-18,2025-03-17,2552,31.88
PO008892,SUP0048,PROD00028,WH009,2025-12-16,2026-01-14,2026-01-23,3416,40.65
PO008893,SUP0080,PROD00289,WH007,2025-09-10,2025-09-25,2025-10-05,1805,60.66
PO008894,SUP0035,PROD00151,WH008,2024-08-08,2024-08-30,2024-09-11,4040,26.49
PO008895,SUP0040,PROD00045,WH003,2025-01-13,2025-01-20,2025-01-24,2790,43.94
PO008896,SUP0067,PROD00128,WH005,2024-08-09,2024-09-06,2024-09-10,724,40.8
PO008897,SUP0048,PROD00235,WH003,2024-09-14,2024-09-19,2024-09-29,3659,43.43
PO008898,SUP0047,PROD00216,WH003,2025-12-13,2025-12-31,2026-01-09,359,69.81
PO008899,SUP0007,PROD00121,WH010,2025-01-01,2025-01-19,2025-01-31,1919,60.2
PO008900,SUP0057,PROD00250,WH008,2024-12-14,2024-12-25,2025-01-03,2106,77.26
PO008901,SUP0005,PROD00287,WH005,2024-08-12,2024-08-26,2024-08-26,1672,52.18
PO008902,SUP0016,PROD00058,WH009,2025-12-14,2026-01-06,2026-01-18,1533,56.38
PO008903,SUP0002,PROD00112,WH011,2024-08-23,2024-09-19,2024-09-17,2265,51.25
PO008904,SUP0043,PROD00262,WH003,2024-07-01,2024-07-07,2024-07-11,3920,23.55
PO008905,SUP0063,PROD00102,WH011,2025-12-12,2026-01-09,2026-01-09,1117,5.11
PO008906,SUP0011,PROD00006,WH007,2025-03-19,2025-03-25,2025-03-28,3265,24.25
PO008907,SUP0056,PROD00185,WH002,2025-09-14,2025-10-01,2025-10-07,4118,49.22
PO008908,SUP0066,PROD00261,WH008,2024-01-06,2024-01-19,2024-01-31,3835,57.66
